path,class,attributes,caption,instance_id
Images/Dataset_jk/Clothing_wrist_watch_D_005.jpg,Clothing_wrist_watch,color:black;material:metal;condition:used;size:medium,Black wristwatch with pearl face,Team2_Clothing_wrist_watch_D_005
Images/Dataset_jk/Clothing_wrist_watch_E_001.jpg,Clothing_wrist_watch,color:brown;material:leather;condition:used;size:medium,Brown leather wristwatch on surface,Team2_Clothing_wrist_watch_E_001
Images/Dataset_jk/Clothing_wrist_watch_E_002.jpg,Clothing_wrist_watch,color:brown;material:leather;condition:used;size:medium,Brown leather wristwatch on display,Team2_Clothing_wrist_watch_E_002
Images/Dataset_jk/Clothing_wrist_watch_E_003.jpg,Clothing_wrist_watch,color:brown;material:leather;condition:used;size:medium,Classic brown leather wristwatch shown,Team2_Clothing_wrist_watch_E_003
Images/Dataset_jk/Clothing_wrist_watch_E_004.jpg,Clothing_wrist_watch,color:brown;material:leather;condition:used;size:medium,Blue dial leather wristwatch shown,Team2_Clothing_wrist_watch_E_004
Images/Dataset_jk/Clothing_wrist_watch_E_005.jpg,Clothing_wrist_watch,color:brown;material:leather;condition:used;size:medium,Brown leather wristwatch on surface,Team2_Clothing_wrist_watch_E_005
Images/Dataset_jk/Clothing_wrist_watch_F_001.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch,Team2_Clothing_wrist_watch_F_001
Images/Dataset_jk/Clothing_wrist_watch_F_002.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch,Team2_Clothing_wrist_watch_F_002
Images/Dataset_jk/Clothing_wrist_watch_F_003.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch,Team2_Clothing_wrist_watch_F_003
Images/Dataset_jk/Clothing_wrist_watch_F_004.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold watch with dark face,Team2_Clothing_wrist_watch_F_004
Images/Dataset_jk/Clothing_wrist_watch_F_005.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and brown wristwatch object,Team2_Clothing_wrist_watch_F_005
Images/Dataset_jk/Clothing_wrist_watch_G_001.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch on table,Team2_Clothing_wrist_watch_G_001
Images/Dataset_jk/Clothing_wrist_watch_G_002.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Men's stainless steel wristwatch object,Team2_Clothing_wrist_watch_G_002
Images/Dataset_jk/Clothing_wrist_watch_G_003.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch on table,Team2_Clothing_wrist_watch_G_003
Images/Dataset_jk/Clothing_wrist_watch_G_004.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch,Team2_Clothing_wrist_watch_G_004
Images/Dataset_jk/Clothing_wrist_watch_G_005.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch,Team2_Clothing_wrist_watch_G_005
Images/Dataset_jk/Clothing_wrist_watch_H_001.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch object,Team2_Clothing_wrist_watch_H_001
Images/Dataset_jk/Clothing_wrist_watch_H_002.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch object,Team2_Clothing_wrist_watch_H_002
Images/Dataset_jk/Clothing_wrist_watch_H_003.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch object,Team2_Clothing_wrist_watch_H_003
Images/Dataset_jk/Clothing_wrist_watch_H_004.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch object,Team2_Clothing_wrist_watch_H_004
Images/Dataset_jk/Clothing_wrist_watch_H_005.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold and silver wristwatch object,Team2_Clothing_wrist_watch_H_005
Images/Dataset_jk/Clothing_wrist_watch_I_001.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with metal band,Team2_Clothing_wrist_watch_I_001
Images/Dataset_jk/Clothing_wrist_watch_I_002.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with metal band,Team2_Clothing_wrist_watch_I_002
Images/Dataset_jk/Clothing_wrist_watch_I_003.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with metal band,Team2_Clothing_wrist_watch_I_003
Images/Dataset_jk/Clothing_wrist_watch_I_004.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with metal band,Team2_Clothing_wrist_watch_I_004
Images/Dataset_jk/Clothing_wrist_watch_I_005.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Gold and brown wristwatch object,Team2_Clothing_wrist_watch_I_005
Images/Dataset_jk/Clothing_wrist_watch_J_001.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with black dial,Team2_Clothing_wrist_watch_J_001
Images/Dataset_jk/Clothing_wrist_watch_J_002.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with black dial,Team2_Clothing_wrist_watch_J_002
Images/Dataset_jk/Clothing_wrist_watch_J_003.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with black dial,Team2_Clothing_wrist_watch_J_003
Images/Dataset_jk/Clothing_wrist_watch_J_004.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with dark face,Team2_Clothing_wrist_watch_J_004
Images/Dataset_jk/Clothing_wrist_watch_J_005.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver wristwatch with black dial,Team2_Clothing_wrist_watch_J_005
Images/Dataset_jk/Clothing_wrist_watch_K_001.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch on display,Team2_Clothing_wrist_watch_K_001
Images/Dataset_jk/Clothing_wrist_watch_K_002.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver metal wristwatch with dial,Team2_Clothing_wrist_watch_K_002
Images/Dataset_jk/Clothing_wrist_watch_K_003.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch shown,Team2_Clothing_wrist_watch_K_003
Images/Dataset_jk/Clothing_wrist_watch_K_004.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch on surface,Team2_Clothing_wrist_watch_K_004
Images/Dataset_jk/Clothing_wrist_watch_K_005.jpeg,Clothing_wrist_watch,color:silver;material:metal;condition:used;size:medium,Silver chronograph wristwatch on display,Team2_Clothing_wrist_watch_K_005
Images/Dataset_jk/Clothing_wrist_watch_L_001.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch ,Team2_Clothing_wrist_watch_L_001
Images/Dataset_jk/Clothing_wrist_watch_L_002.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold metal wristwatch on display,Team2_Clothing_wrist_watch_L_002
Images/Dataset_jk/Clothing_wrist_watch_L_003.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch on display,Team2_Clothing_wrist_watch_L_003
Images/Dataset_jk/Clothing_wrist_watch_L_004.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with metal band,Team2_Clothing_wrist_watch_L_004
Images/Dataset_jk/Clothing_wrist_watch_L_005.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with metal band,Team2_Clothing_wrist_watch_L_005
Images/Dataset_jk/Clothing_wrist_watch_M_001.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with white dial,Team2_Clothing_wrist_watch_M_001
Images/Dataset_jk/Clothing_wrist_watch_M_002.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with white dial,Team2_Clothing_wrist_watch_M_002
Images/Dataset_jk/Clothing_wrist_watch_M_003.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with white dial,Team2_Clothing_wrist_watch_M_003
Images/Dataset_jk/Clothing_wrist_watch_M_004.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with white dial,Team2_Clothing_wrist_watch_M_004
Images/Dataset_jk/Clothing_wrist_watch_M_005.jpeg,Clothing_wrist_watch,color:gold;material:metal;condition:used;size:medium,Gold wristwatch with white dial,Team2_Clothing_wrist_watch_M_005
Images/Dataset_jk/Electronics_Accessories_mouse_A_001.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wired computer mouse shown,Team2_Electronics_Accessories_mouse_A_001
Images/Dataset_jk/Electronics_Accessories_mouse_A_002.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wired computer mouse shown,Team2_Electronics_Accessories_mouse_A_002
Images/Dataset_jk/Electronics_Accessories_mouse_A_003.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black computer mouse side view,Team2_Electronics_Accessories_mouse_A_003
Images/Dataset_jk/Electronics_Accessories_mouse_A_004.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wired computer mouse device,Team2_Electronics_Accessories_mouse_A_004
Images/Dataset_jk/Electronics_Accessories_mouse_A_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wired computer mouse shown,Team2_Electronics_Accessories_mouse_A_005
Images/Dataset_jk/Electronics_Accessories_mouse_B_001.png,Electronics_Accessories_mouse,color:green;material:plastic;condition:new;size:small,Mint green wireless computer mouse,Team2_Electronics_Accessories_mouse_B_001
Images/Dataset_jk/Electronics_Accessories_mouse_B_002.png,Electronics_Accessories_mouse,color:green;material:plastic;condition:new;size:small,Mint green RGB computer mouse,Team2_Electronics_Accessories_mouse_B_002
Images/Dataset_jk/Electronics_Accessories_mouse_B_003.png,Electronics_Accessories_mouse,color:green;material:plastic;condition:new;size:small,Mint green wireless computer mouse,Team2_Electronics_Accessories_mouse_B_003
Images/Dataset_jk/Electronics_Accessories_mouse_B_004.png,Electronics_Accessories_mouse,color:blue;material:plastic;condition:used;size:small,Mint green wireless computer mouse,Team2_Electronics_Accessories_mouse_B_004
Images/Dataset_jk/Electronics_Accessories_mouse_B_005.png,Electronics_Accessories_mouse,color:white;material:plastic;condition:new;size:small,Mint green wireless computer mouse,Team2_Electronics_Accessories_mouse_B_005
Images/Dataset_jk/Electronics_Accessories_mouse_C_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse with lights,Team2_Electronics_Accessories_mouse_C_001
Images/Dataset_jk/Electronics_Accessories_mouse_C_002.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse with lights,Team2_Electronics_Accessories_mouse_C_002
Images/Dataset_jk/Electronics_Accessories_mouse_C_003.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse with lights,Team2_Electronics_Accessories_mouse_C_003
Images/Dataset_jk/Electronics_Accessories_mouse_C_004.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,White gaming computer mouse shown,Team2_Electronics_Accessories_mouse_C_004
Images/Dataset_jk/Electronics_Accessories_mouse_C_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse with lights,Team2_Electronics_Accessories_mouse_C_005
Images/Dataset_jk/Electronics_Accessories_mouse_D_001.jpg,Electronics_Accessories_mouse,color:gray;material:plastic;condition:new;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_D_001
Images/Dataset_jk/Electronics_Accessories_mouse_D_002.png,Electronics_Accessories_mouse,color:gray;material:plastic;condition:new;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_D_002
Images/Dataset_jk/Electronics_Accessories_mouse_D_003.png,Electronics_Accessories_mouse,color:gray;material:plastic;condition:new;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_D_003
Images/Dataset_jk/Electronics_Accessories_mouse_D_004.png,Electronics_Accessories_mouse,color:gray;material:plastic;condition:new;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_D_004
Images/Dataset_jk/Electronics_Accessories_mouse_D_005.png,Electronics_Accessories_mouse,color:gray;material:plastic;condition:new;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_D_005
Images/Dataset_jk/Electronics_Accessories_mouse_E_001.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_E_001
Images/Dataset_jk/Electronics_Accessories_mouse_E_002.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless mouse stand,Team2_Electronics_Accessories_mouse_E_002
Images/Dataset_jk/Electronics_Accessories_mouse_E_003.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic computer gaming mouse,Team2_Electronics_Accessories_mouse_E_003
Images/Dataset_jk/Electronics_Accessories_mouse_E_004.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_E_004
Images/Dataset_jk/Electronics_Accessories_mouse_E_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_E_005
Images/Dataset_jk/Electronics_Accessories_mouse_F_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless ergonomic computer mouse,Team2_Electronics_Accessories_mouse_F_001
Images/Dataset_jk/Electronics_Accessories_mouse_F_002.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_F_002
Images/Dataset_jk/Electronics_Accessories_mouse_F_003.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_F_003
Images/Dataset_jk/Electronics_Accessories_mouse_F_004.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black ergonomic wireless computer mouse,Team2_Electronics_Accessories_mouse_F_004
Images/Dataset_jk/Electronics_Accessories_mouse_F_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless ergonomic computer mouse,Team2_Electronics_Accessories_mouse_F_005
Images/Dataset_jk/Electronics_Accessories_mouse_G_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black Logitech gaming computer mouse,Team2_Electronics_Accessories_mouse_G_001
Images/Dataset_jk/Electronics_Accessories_mouse_G_002.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse on pad,Team2_Electronics_Accessories_mouse_G_002
Images/Dataset_jk/Electronics_Accessories_mouse_G_003.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black gaming mouse with lights,Team2_Electronics_Accessories_mouse_G_003
Images/Dataset_jk/Electronics_Accessories_mouse_G_004.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black Logitech gaming mouse RGB,Team2_Electronics_Accessories_mouse_G_004
Images/Dataset_jk/Electronics_Accessories_mouse_G_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black Logitech gaming computer mouse,Team2_Electronics_Accessories_mouse_G_005
Images/Dataset_jk/Electronics_Accessories_mouse_H_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_H_001
Images/Dataset_jk/Electronics_Accessories_mouse_H_002.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless computer mouse device,Team2_Electronics_Accessories_mouse_H_002
Images/Dataset_jk/Electronics_Accessories_mouse_H_003.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_H_003
Images/Dataset_jk/Electronics_Accessories_mouse_H_004.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:new;size:medium,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_H_004
Images/Dataset_jk/Electronics_Accessories_mouse_H_005.png,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_H_005
Images/Dataset_jk/Electronics_Accessories_mouse_I_001.jpg,Electronics_Accessories_mouse,color:gray;material:plastic;condition:used;size:small,Dark gray Logitech computer mouse,Team2_Electronics_Accessories_mouse_I_001
Images/Dataset_jk/Electronics_Accessories_mouse_I_002.jpg,Electronics_Accessories_mouse,color:gray;material:plastic;condition:used;size:small,Gray Logitech wireless computer mouse,Team2_Electronics_Accessories_mouse_I_002
Images/Dataset_jk/Electronics_Accessories_mouse_I_003.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:small,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_I_003
Images/Dataset_jk/Electronics_Accessories_mouse_I_004.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:small,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_I_004
Images/Dataset_jk/Electronics_Accessories_mouse_I_005.jpg,Electronics_Accessories_mouse,color:gray;material:plastic;condition:used;size:small,Gray wireless computer mouse sits,Team2_Electronics_Accessories_mouse_I_005
Images/Dataset_jk/Electronics_Accessories_mouse_J_001.jpg,Electronics_Accessories_mouse,color:white;material:plastic;condition:new;size:medium,White wireless computer mouse shown,Team2_Electronics_Accessories_mouse_J_001
Images/Dataset_jk/Electronics_Accessories_mouse_J_002.jpg,Electronics_Accessories_mouse,color:white;material:plastic;condition:used;size:medium,White wireless computer mouse shown,Team2_Electronics_Accessories_mouse_J_002
Images/Dataset_jk/Electronics_Accessories_mouse_J_003.jpg,Electronics_Accessories_mouse,color:white;material:plastic;condition:used;size:medium,White wireless computer gaming mouse,Team2_Electronics_Accessories_mouse_J_003
Images/Dataset_jk/Electronics_Accessories_mouse_J_004.jpg,Electronics_Accessories_mouse,color:white;material:plastic;condition:used;size:medium,White wireless computer mouse sits,Team2_Electronics_Accessories_mouse_J_004
Images/Dataset_jk/Electronics_Accessories_mouse_J_005.jpg,Electronics_Accessories_mouse,color:white;material:plastic;condition:used;size:medium,White wireless computer mouse shown,Team2_Electronics_Accessories_mouse_J_005
Images/Dataset_jk/Electronics_Accessories_mouse_K_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:small,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_K_001
Images/Dataset_jk/Electronics_Accessories_mouse_K_002.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wireless computer mouse shown,Team2_Electronics_Accessories_mouse_K_002
Images/Dataset_jk/Electronics_Accessories_mouse_K_003.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:small,Black wireless computer mouse sits,Team2_Electronics_Accessories_mouse_K_003
Images/Dataset_jk/Electronics_Accessories_mouse_K_004.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wireless computer mouse sits,Team2_Electronics_Accessories_mouse_K_004
Images/Dataset_jk/Electronics_Accessories_mouse_K_005.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wireless computer mouse sits,Team2_Electronics_Accessories_mouse_K_005
Images/Dataset_jk/Electronics_Accessories_mouse_L_001.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wired computer mouse shown,Team2_Electronics_Accessories_mouse_L_001
Images/Dataset_jk/Electronics_Accessories_mouse_L_002.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black HP computer wired mouse,Team2_Electronics_Accessories_mouse_L_002
Images/Dataset_jk/Electronics_Accessories_mouse_L_003.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black computer mouse with cable,Team2_Electronics_Accessories_mouse_L_003
Images/Dataset_jk/Electronics_Accessories_mouse_L_004.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black computer mouse with cable,Team2_Electronics_Accessories_mouse_L_004
Images/Dataset_jk/Electronics_Accessories_mouse_L_005.jpg,Electronics_Accessories_mouse,color:black;material:plastic;condition:used;size:medium,Black wired computer mouse shown,Team2_Electronics_Accessories_mouse_L_005
Images/Dataset_jk/Personal_Care_shampoo_bottle_A_001.jpg,Personal_Care_shampoo_bottle,color:blue;material:plastic;condition:used;size:medium,Blue shampoo bottle,Team2_Personal_Care_shampoo_bottle_A_001
Images/Dataset_jk/Personal_Care_shampoo_bottle_A_002.jpg,Personal_Care_shampoo_bottle,color:blue;material:plastic;condition:used;size:medium,Blue shampoo bottle,Team2_Personal_Care_shampoo_bottle_A_002
Images/Dataset_jk/Personal_Care_shampoo_bottle_A_003.jpg,Personal_Care_shampoo_bottle,color:blue;material:plastic;condition:used;size:medium,Blue shampoo bottle,Team2_Personal_Care_shampoo_bottle_A_003
Images/Dataset_jk/Personal_Care_shampoo_bottle_A_004.jpg,Personal_Care_shampoo_bottle,color:blue;material:plastic;condition:new;size:medium,Blue shampoo bottle,Team2_Personal_Care_shampoo_bottle_A_004
Images/Dataset_jk/Personal_Care_shampoo_bottle_A_005.jpg,Personal_Care_shampoo_bottle,color:blue;material:plastic;condition:new;size:medium,Blue shampoo bottle,Team2_Personal_Care_shampoo_bottle_A_005
Images/Dataset_jk/Personal_Care_shampoo_bottle_B_001.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,White shampoo bottle with label,Team2_Personal_Care_shampoo_bottle_B_001
Images/Dataset_jk/Personal_Care_shampoo_bottle_B_002.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:used;size:medium,White shampoo bottle on wall,Team2_Personal_Care_shampoo_bottle_B_002
Images/Dataset_jk/Personal_Care_shampoo_bottle_B_003.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,White shampoo bottle laying down,Team2_Personal_Care_shampoo_bottle_B_003
Images/Dataset_jk/Personal_Care_shampoo_bottle_B_004.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,White shampoo bottle with label,Team2_Personal_Care_shampoo_bottle_B_004
Images/Dataset_jk/Personal_Care_shampoo_bottle_B_005.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,White shampoo bottle with label,Team2_Personal_Care_shampoo_bottle_B_005
Images/Dataset_jk/Personal_Care_shampoo_bottle_C_001.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,White bottle with green label,Team2_Personal_Care_shampoo_bottle_C_001
Images/Dataset_jk/Personal_Care_shampoo_bottle_C_002.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,White bottle with green label,Team2_Personal_Care_shampoo_bottle_C_002
Images/Dataset_jk/Personal_Care_shampoo_bottle_C_003.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,White bottle with green label,Team2_Personal_Care_shampoo_bottle_C_003
Images/Dataset_jk/Personal_Care_shampoo_bottle_C_004.jpg,Personal_Care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,White bottle with green label,Team2_Personal_Care_shampoo_bottle_C_004
